name,album,year,artist,featured_artists,track_number,tracks_on_album,explicit,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,album_image_url
Dissolve Me,An Awesome Wave,2012,alt-J,,7,14,0,239013,52,0.575,0.603,2,-8.2,1,0.0376,0.101,0.0381,0.0858,0.12,107.947,audio_features,2Dv7PTwSoB17f3VFDIKw8m,spotify:track:2Dv7PTwSoB17f3VFDIKw8m,https://api.spotify.com/v1/tracks/2Dv7PTwSoB17f3VFDIKw8m,https://api.spotify.com/v1/audio-analysis/2Dv7PTwSoB17f3VFDIKw8m,4,https://i.scdn.co/image/ab67616d0000b27369592e88bb29d610a35118f8
Matilda,An Awesome Wave,2012,alt-J,,8,14,0,227920,55,0.576,0.653,2,-9.132,1,0.03,0.779,0.361,0.113,0.209,147.867,audio_features,3aA5fk4c6a7e5HM4rJqkSF,spotify:track:3aA5fk4c6a7e5HM4rJqkSF,https://api.spotify.com/v1/tracks/3aA5fk4c6a7e5HM4rJqkSF,https://api.spotify.com/v1/audio-analysis/3aA5fk4c6a7e5HM4rJqkSF,4,https://i.scdn.co/image/ab67616d0000b27369592e88bb29d610a35118f8
Ms,An Awesome Wave,2012,alt-J,,9,14,0,238747,61,0.611,0.413,5,-11.408,1,0.0352,0.876,0.0226,0.0799,0.0698,130.972,audio_features,0pCTr2E9CtulIwNprituKi,spotify:track:0pCTr2E9CtulIwNprituKi,https://api.spotify.com/v1/tracks/0pCTr2E9CtulIwNprituKi,https://api.spotify.com/v1/audio-analysis/0pCTr2E9CtulIwNprituKi,4,https://i.scdn.co/image/ab67616d0000b27369592e88bb29d610a35118f8
Fitzpleasure,An Awesome Wave,2012,alt-J,,10,14,0,219400,61,0.582,0.604,9,-6.962,1,0.0493,0.134,0.000957,0.102,0.341,143.952,audio_features,7DdXf9x75iEVCHWfoRwRuR,spotify:track:7DdXf9x75iEVCHWfoRwRuR,https://api.spotify.com/v1/tracks/7DdXf9x75iEVCHWfoRwRuR,https://api.spotify.com/v1/audio-analysis/7DdXf9x75iEVCHWfoRwRuR,4,https://i.scdn.co/image/ab67616d0000b27369592e88bb29d610a35118f8
Interlude 3,An Awesome Wave,2012,alt-J,,11,14,0,52653,43,0.333,0.0131,0,-32.719,1,0.0413,0.994,0.853,0.264,0.359,77.512,audio_features,4oUIZiGkLIL2yAqb2phbJH,spotify:track:4oUIZiGkLIL2yAqb2phbJH,https://api.spotify.com/v1/tracks/4oUIZiGkLIL2yAqb2phbJH,https://api.spotify.com/v1/audio-analysis/4oUIZiGkLIL2yAqb2phbJH,4,https://i.scdn.co/image/ab67616d0000b27369592e88bb29d610a35118f8
Bloodflood,An Awesome Wave,2012,alt-J,,12,14,0,249427,48,0.685,0.535,6,-8.908,0,0.0363,0.831,0.404,0.0896,0.218,130.023,audio_features,306zYyz3PFvBgLFGOCy9Xb,spotify:track:306zYyz3PFvBgLFGOCy9Xb,https://api.spotify.com/v1/tracks/306zYyz3PFvBgLFGOCy9Xb,https://api.spotify.com/v1/audio-analysis/306zYyz3PFvBgLFGOCy9Xb,4,https://i.scdn.co/image/ab67616d0000b27369592e88bb29d610a35118f8
Taro,An Awesome Wave,2012,alt-J,,13,14,0,305981,57,0.356,0.48,5,-10.633,1,0.0347,0.778,0.00327,0.0784,0.283,171.79,audio_features,4tmwiN9YU7xMjh2hoqcVuI,spotify:track:4tmwiN9YU7xMjh2hoqcVuI,https://api.spotify.com/v1/tracks/4tmwiN9YU7xMjh2hoqcVuI,https://api.spotify.com/v1/audio-analysis/4tmwiN9YU7xMjh2hoqcVuI,4,https://i.scdn.co/image/ab67616d0000b27369592e88bb29d610a35118f8
Hand-Made,An Awesome Wave,2012,alt-J,,14,14,0,157491,44,0.363,0.114,9,-13.082,1,0.0359,0.965,0.00737,0.113,0.0494,115.031,audio_features,3Kuz6KSGfiNIV9Rphs5hgL,spotify:track:3Kuz6KSGfiNIV9Rphs5hgL,https://api.spotify.com/v1/tracks/3Kuz6KSGfiNIV9Rphs5hgL,https://api.spotify.com/v1/audio-analysis/3Kuz6KSGfiNIV9Rphs5hgL,4,https://i.scdn.co/image/ab67616d0000b27369592e88bb29d610a35118f8
J-Boy,Ti Amo,2017,Phoenix,,1,10,0,247373,47,0.528,0.904,0,-7.273,1,0.0446,0.0333,0.00607,0.111,0.686,97.961,audio_features,7fu8iCAdNuV5HLkuZVHLZP,spotify:track:7fu8iCAdNuV5HLkuZVHLZP,https://api.spotify.com/v1/tracks/7fu8iCAdNuV5HLkuZVHLZP,https://api.spotify.com/v1/audio-analysis/7fu8iCAdNuV5HLkuZVHLZP,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Ti Amo,Ti Amo,2017,Phoenix,,2,10,0,205920,40,0.634,0.674,4,-7.312,0,0.0402,0.00375,0.0472,0.0698,0.871,121.085,audio_features,6zir1rgCMqF8ltTIMF0xZG,spotify:track:6zir1rgCMqF8ltTIMF0xZG,https://api.spotify.com/v1/tracks/6zir1rgCMqF8ltTIMF0xZG,https://api.spotify.com/v1/audio-analysis/6zir1rgCMqF8ltTIMF0xZG,3,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Tuttifrutti,Ti Amo,2017,Phoenix,,3,10,0,232680,38,0.625,0.726,9,-7.398,0,0.031,0.000395,0.0132,0.161,0.787,115.993,audio_features,63068xrIOAju8EaFhC6S5w,spotify:track:63068xrIOAju8EaFhC6S5w,https://api.spotify.com/v1/tracks/63068xrIOAju8EaFhC6S5w,https://api.spotify.com/v1/audio-analysis/63068xrIOAju8EaFhC6S5w,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Fior di Latte,Ti Amo,2017,Phoenix,,4,10,0,243733,39,0.568,0.499,10,-9.108,1,0.0307,0.203,0.000532,0.228,0.628,130.029,audio_features,1Bit6aQpVL9mQ2jIz4wQO7,spotify:track:1Bit6aQpVL9mQ2jIz4wQO7,https://api.spotify.com/v1/tracks/1Bit6aQpVL9mQ2jIz4wQO7,https://api.spotify.com/v1/audio-analysis/1Bit6aQpVL9mQ2jIz4wQO7,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Lovelife,Ti Amo,2017,Phoenix,,5,10,0,151267,34,0.588,0.684,10,-8.058,1,0.0313,0.000234,0.0677,0.314,0.696,123.97,audio_features,7LAqoAikfxrYR0lN1YKrre,spotify:track:7LAqoAikfxrYR0lN1YKrre,https://api.spotify.com/v1/tracks/7LAqoAikfxrYR0lN1YKrre,https://api.spotify.com/v1/audio-analysis/7LAqoAikfxrYR0lN1YKrre,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Goodbye Soleil,Ti Amo,2017,Phoenix,,6,10,0,235773,39,0.603,0.775,9,-9.365,1,0.0499,0.0187,8.38E-06,0.0954,0.726,92.991,audio_features,7aKZVe067HZLWAVnR7VlW4,spotify:track:7aKZVe067HZLWAVnR7VlW4,https://api.spotify.com/v1/tracks/7aKZVe067HZLWAVnR7VlW4,https://api.spotify.com/v1/audio-analysis/7aKZVe067HZLWAVnR7VlW4,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Fleur de Lys,Ti Amo,2017,Phoenix,,7,10,0,223533,33,0.601,0.815,5,-8.44,0,0.0399,0.00332,0.0452,0.144,0.888,118.975,audio_features,5Y42AIxO9K9rMClDqRJ7Xf,spotify:track:5Y42AIxO9K9rMClDqRJ7Xf,https://api.spotify.com/v1/tracks/5Y42AIxO9K9rMClDqRJ7Xf,https://api.spotify.com/v1/audio-analysis/5Y42AIxO9K9rMClDqRJ7Xf,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Role Model,Ti Amo,2017,Phoenix,,8,10,0,275520,35,0.351,0.618,0,-8.169,1,0.0395,0.00386,0.00298,0.338,0.145,82.858,audio_features,7mptWVeT8u5wgXpTPhm5zs,spotify:track:7mptWVeT8u5wgXpTPhm5zs,https://api.spotify.com/v1/tracks/7mptWVeT8u5wgXpTPhm5zs,https://api.spotify.com/v1/audio-analysis/7mptWVeT8u5wgXpTPhm5zs,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Via Veneto,Ti Amo,2017,Phoenix,,9,10,0,161853,29,0.364,0.526,2,-12.05,1,0.044,0.585,0.0182,0.283,0.472,164.052,audio_features,4tAMevfbhEL3dSJxskwQDX,spotify:track:4tAMevfbhEL3dSJxskwQDX,https://api.spotify.com/v1/tracks/4tAMevfbhEL3dSJxskwQDX,https://api.spotify.com/v1/audio-analysis/4tAMevfbhEL3dSJxskwQDX,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
Telefono,Ti Amo,2017,Phoenix,,10,10,0,223240,38,0.653,0.48,8,-10.588,1,0.0316,0.126,0.00224,0.103,0.519,121.07,audio_features,3X6nvntEXRUivf0V0rmPft,spotify:track:3X6nvntEXRUivf0V0rmPft,https://api.spotify.com/v1/tracks/3X6nvntEXRUivf0V0rmPft,https://api.spotify.com/v1/audio-analysis/3X6nvntEXRUivf0V0rmPft,4,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214
TED Talk,Rap Album Two,2017,Jonwayne,,1,12,1,227744,36,0.634,0.66,11,-6.237,0,0.49,0.692,0.000186,0.308,0.736,125.123,audio_features,7gTZcD0NSFZLd4KmBRFC6H,spotify:track:7gTZcD0NSFZLd4KmBRFC6H,https://api.spotify.com/v1/tracks/7gTZcD0NSFZLd4KmBRFC6H,https://api.spotify.com/v1/audio-analysis/7gTZcD0NSFZLd4KmBRFC6H,3,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
LIVE from the Fuck You,Rap Album Two,2017,Jonwayne,,2,12,1,174450,27,0.527,0.567,2,-9.358,1,0.806,0.764,0,0.585,0.43,149.918,audio_features,2nEKtS96PdCc6beTv0m32C,spotify:track:2nEKtS96PdCc6beTv0m32C,https://api.spotify.com/v1/tracks/2nEKtS96PdCc6beTv0m32C,https://api.spotify.com/v1/audio-analysis/2nEKtS96PdCc6beTv0m32C,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
Human Condition,Rap Album Two,2017,Jonwayne,,3,12,0,201277,29,0.584,0.784,8,-6.37,0,0.128,0.515,7.8E-06,0.121,0.773,151.964,audio_features,4mqRfSHaEa5BQHao1XQjYK,spotify:track:4mqRfSHaEa5BQHao1XQjYK,https://api.spotify.com/v1/tracks/4mqRfSHaEa5BQHao1XQjYK,https://api.spotify.com/v1/audio-analysis/4mqRfSHaEa5BQHao1XQjYK,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
Out of Sight,Rap Album Two,2017,Jonwayne,,4,12,0,267707,33,0.662,0.602,8,-9.2,1,0.0443,0.922,0.139,0.108,0.438,167.974,audio_features,2jgErqhcxuyF3atshmNE3F,spotify:track:2jgErqhcxuyF3atshmNE3F,https://api.spotify.com/v1/tracks/2jgErqhcxuyF3atshmNE3F,https://api.spotify.com/v1/audio-analysis/2jgErqhcxuyF3atshmNE3F,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
The Single,Rap Album Two,2017,Jonwayne,,5,12,1,99967,30,0.422,0.649,9,-9.331,1,0.213,0.0167,0.00068,0.359,0.404,138.001,audio_features,3G1R1uYXR7Aa1ERo2NWNQL,spotify:track:3G1R1uYXR7Aa1ERo2NWNQL,https://api.spotify.com/v1/tracks/3G1R1uYXR7Aa1ERo2NWNQL,https://api.spotify.com/v1/audio-analysis/3G1R1uYXR7Aa1ERo2NWNQL,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
Paper,Rap Album Two,2017,Jonwayne,Shango,6,12,0,202614,29,0.54,0.732,10,-7.5,0,0.283,0.414,0.00345,0.114,0.376,83.002,audio_features,12llRqPAQNjsOByYc2zTzl,spotify:track:12llRqPAQNjsOByYc2zTzl,https://api.spotify.com/v1/tracks/12llRqPAQNjsOByYc2zTzl,https://api.spotify.com/v1/audio-analysis/12llRqPAQNjsOByYc2zTzl,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
City Lights,Rap Album Two,2017,Jonwayne,,7,12,0,233561,28,0.58,0.639,2,-8.263,0,0.0868,0.597,0,0.121,0.52,79.628,audio_features,4MHOtJ0Q5WLkYK8GOD83ZH,spotify:track:4MHOtJ0Q5WLkYK8GOD83ZH,https://api.spotify.com/v1/tracks/4MHOtJ0Q5WLkYK8GOD83ZH,https://api.spotify.com/v1/audio-analysis/4MHOtJ0Q5WLkYK8GOD83ZH,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
Rainbow,Rap Album Two,2017,Jonwayne,Danny Watts,8,12,0,188707,24,0.338,0.803,6,-8.832,0,0.182,0.788,0.0509,0.0657,0.13,90.677,audio_features,0oK8bXrJKOnZ0in9X3LNy5,spotify:track:0oK8bXrJKOnZ0in9X3LNy5,https://api.spotify.com/v1/tracks/0oK8bXrJKOnZ0in9X3LNy5,https://api.spotify.com/v1/audio-analysis/0oK8bXrJKOnZ0in9X3LNy5,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
Afraid of Us,Rap Album Two,2017,Jonwayne,Zeroh,9,12,1,444956,44,0.695,0.817,5,-6.427,1,0.0926,0.687,0.000699,0.199,0.484,81.978,audio_features,6dxIYR9BLsRtbV9WmVlb29,spotify:track:6dxIYR9BLsRtbV9WmVlb29,https://api.spotify.com/v1/tracks/6dxIYR9BLsRtbV9WmVlb29,https://api.spotify.com/v1/audio-analysis/6dxIYR9BLsRtbV9WmVlb29,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
Blue Green,Rap Album Two,2017,Jonwayne,Low Leaf,10,12,0,223413,26,0.625,0.296,0,-11.778,1,0.133,0.976,0.0013,0.194,0.284,79.056,audio_features,5uPz5stVNnehJdXGNuTT2N,spotify:track:5uPz5stVNnehJdXGNuTT2N,https://api.spotify.com/v1/tracks/5uPz5stVNnehJdXGNuTT2N,https://api.spotify.com/v1/audio-analysis/5uPz5stVNnehJdXGNuTT2N,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
Hills,Rap Album Two,2017,Jonwayne,Zeroh,11,12,0,108931,26,0.242,0.378,2,-8.323,0,0.0341,0.291,8.8E-06,0.111,0.149,174.149,audio_features,2pdREOHIkRkPBeYoaOiBUs,spotify:track:2pdREOHIkRkPBeYoaOiBUs,https://api.spotify.com/v1/tracks/2pdREOHIkRkPBeYoaOiBUs,https://api.spotify.com/v1/audio-analysis/2pdREOHIkRkPBeYoaOiBUs,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
These Words Are Everything,Rap Album Two,2017,Jonwayne,,12,12,1,311795,43,0.596,0.577,0,-6.46,0,0.466,0.765,0,0.111,0.504,78.876,audio_features,4RskOlorE7F9Lj6BFgFIhi,spotify:track:4RskOlorE7F9Lj6BFgFIhi,https://api.spotify.com/v1/tracks/4RskOlorE7F9Lj6BFgFIhi,https://api.spotify.com/v1/audio-analysis/4RskOlorE7F9Lj6BFgFIhi,4,https://i.scdn.co/image/ab67616d0000b273c00576f7ed571f01707c9d6c
I Dreamt We Spoke Again,Thank You for Today,2018,Death Cab for Cutie,,1,10,0,184827,56,0.708,0.706,9,-6.45,0,0.0385,0.276,0.00631,0.115,0.45,119.027,audio_features,6TRQPx5Z0YZ0pCQX7JbtlS,spotify:track:6TRQPx5Z0YZ0pCQX7JbtlS,https://api.spotify.com/v1/tracks/6TRQPx5Z0YZ0pCQX7JbtlS,https://api.spotify.com/v1/audio-analysis/6TRQPx5Z0YZ0pCQX7JbtlS,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
Summer Years,Thank You for Today,2018,Death Cab for Cutie,,2,10,0,268160,42,0.556,0.902,11,-6.087,0,0.0333,0.215,0.357,0.109,0.849,152.25,audio_features,7znbs5T41Li5UBiVGhEACQ,spotify:track:7znbs5T41Li5UBiVGhEACQ,https://api.spotify.com/v1/tracks/7znbs5T41Li5UBiVGhEACQ,https://api.spotify.com/v1/audio-analysis/7znbs5T41Li5UBiVGhEACQ,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
Gold Rush,Thank You for Today,2018,Death Cab for Cutie,,3,10,0,240253,55,0.518,0.96,5,-4.466,1,0.0504,0.254,0.000233,0.311,0.826,80.43,audio_features,6x9VaGUbiSRvkLEdjeqjsN,spotify:track:6x9VaGUbiSRvkLEdjeqjsN,https://api.spotify.com/v1/tracks/6x9VaGUbiSRvkLEdjeqjsN,https://api.spotify.com/v1/audio-analysis/6x9VaGUbiSRvkLEdjeqjsN,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
Your Hurricane,Thank You for Today,2018,Death Cab for Cutie,,4,10,0,198907,42,0.512,0.628,0,-7.06,0,0.032,0.123,0.00566,0.113,0.51,178.069,audio_features,1XKpPquRjEig0y74JsARVJ,spotify:track:1XKpPquRjEig0y74JsARVJ,https://api.spotify.com/v1/tracks/1XKpPquRjEig0y74JsARVJ,https://api.spotify.com/v1/audio-analysis/1XKpPquRjEig0y74JsARVJ,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
When We Drive,Thank You for Today,2018,Death Cab for Cutie,,5,10,0,229307,51,0.72,0.628,11,-8.759,0,0.0302,0.405,0.0201,0.311,0.524,103.576,audio_features,3g2BcuGHf4zYPSxv1uoSmv,spotify:track:3g2BcuGHf4zYPSxv1uoSmv,https://api.spotify.com/v1/tracks/3g2BcuGHf4zYPSxv1uoSmv,https://api.spotify.com/v1/audio-analysis/3g2BcuGHf4zYPSxv1uoSmv,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
Autumn Love,Thank You for Today,2018,Death Cab for Cutie,,6,10,0,258933,40,0.573,0.828,2,-5.317,1,0.0269,0.00113,0.155,0.138,0.733,122.627,audio_features,6vzRrGER6V3z1oQbUSUlFW,spotify:track:6vzRrGER6V3z1oQbUSUlFW,https://api.spotify.com/v1/tracks/6vzRrGER6V3z1oQbUSUlFW,https://api.spotify.com/v1/audio-analysis/6vzRrGER6V3z1oQbUSUlFW,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
Northern Lights,Thank You for Today,2018,Death Cab for Cutie,,7,10,0,236800,58,0.514,0.95,4,-3.807,0,0.0298,0.00575,0.00238,0.134,0.665,137.975,audio_features,28QF5ELXqDnaBjPjGTlzAK,spotify:track:28QF5ELXqDnaBjPjGTlzAK,https://api.spotify.com/v1/tracks/28QF5ELXqDnaBjPjGTlzAK,https://api.spotify.com/v1/audio-analysis/28QF5ELXqDnaBjPjGTlzAK,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
You Moved Away,Thank You for Today,2018,Death Cab for Cutie,,8,10,0,229160,38,0.557,0.75,0,-8.516,1,0.0387,0.166,0.91,0.121,0.372,125.13,audio_features,7ez4zYMOMkj4dZgfkYGSbv,spotify:track:7ez4zYMOMkj4dZgfkYGSbv,https://api.spotify.com/v1/tracks/7ez4zYMOMkj4dZgfkYGSbv,https://api.spotify.com/v1/audio-analysis/7ez4zYMOMkj4dZgfkYGSbv,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
Near/Far,Thank You for Today,2018,Death Cab for Cutie,,9,10,0,221787,40,0.578,0.951,6,-6.105,1,0.0343,0.0558,0.171,0.142,0.867,137.983,audio_features,0mFkb9lXyTIrhy5nPAyrs5,spotify:track:0mFkb9lXyTIrhy5nPAyrs5,https://api.spotify.com/v1/tracks/0mFkb9lXyTIrhy5nPAyrs5,https://api.spotify.com/v1/audio-analysis/0mFkb9lXyTIrhy5nPAyrs5,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
60 & Punk,Thank You for Today,2018,Death Cab for Cutie,,10,10,0,247413,40,0.503,0.389,3,-9.096,1,0.0304,0.77,0.0271,0.111,0.327,105.823,audio_features,7JSR685hpFDqvTSNHeSKjL,spotify:track:7JSR685hpFDqvTSNHeSKjL,https://api.spotify.com/v1/tracks/7JSR685hpFDqvTSNHeSKjL,https://api.spotify.com/v1/audio-analysis/7JSR685hpFDqvTSNHeSKjL,4,https://i.scdn.co/image/ab67616d0000b27397bf91e5ecee3470d063614f
Welcome To New York,1989,2014,Taylor Swift,,1,13,0,212600,62,0.793,0.634,7,-4.807,1,0.0324,0.038,1.76E-06,0.304,0.615,117.023,audio_features,6qnM0XXPZOINWA778uNqQ9,spotify:track:6qnM0XXPZOINWA778uNqQ9,https://api.spotify.com/v1/tracks/6qnM0XXPZOINWA778uNqQ9,https://api.spotify.com/v1/audio-analysis/6qnM0XXPZOINWA778uNqQ9,4,https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d
Blank Space,1989,2014,Taylor Swift,,2,13,0,231827,73,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64E-06,0.13,0.583,96.009,audio_features,1p80LdxRV74UKvL8gnD7ky,spotify:track:1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,4,https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d
Style,1989,2014,Taylor Swift,,3,13,0,231000,68,0.598,0.786,2,-5.572,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,audio_features,4lIxdJw6W3Fg4vUIYCB0S5,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,https://api.spotify.com/v1/tracks/4lIxdJw6W3Fg4vUIYCB0S5,https://api.spotify.com/v1/audio-analysis/4lIxdJw6W3Fg4vUIYCB0S5,4,https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d
Out Of The Woods,1989,2014,Taylor Swift,,4,13,0,235800,63,0.552,0.841,7,-6.938,1,0.0372,0.00103,1.23E-05,0.337,0.342,91.993,audio_features,5OndtwLGA9O6XHFcGm2H7r,spotify:track:5OndtwLGA9O6XHFcGm2H7r,https://api.spotify.com/v1/tracks/5OndtwLGA9O6XHFcGm2H7r,https://api.spotify.com/v1/audio-analysis/5OndtwLGA9O6XHFcGm2H7r,4,https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d
All You Had To Do Was Stay,1989,2014,Taylor Swift,,5,13,0,193293,61,0.602,0.735,5,-5.778,1,0.0337,0.00196,4.77E-05,0.105,0.472,96.969,audio_features,0dAb8TY433dl3ZfXYCLE19,spotify:track:0dAb8TY433dl3ZfXYCLE19,https://api.spotify.com/v1/tracks/0dAb8TY433dl3ZfXYCLE19,https://api.spotify.com/v1/audio-analysis/0dAb8TY433dl3ZfXYCLE19,4,https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d
Shake It Off,1989,2014,Taylor Swift,,6,13,0,219200,72,0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,audio_features,5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,4,https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d
I Wish You Would,1989,2014,Taylor Swift,,7,19,0,207440,58,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95E-05,0.102,0.513,118.035,audio_features,1B5VzXPqMlvRw0U4HJY3dJ,spotify:track:1B5VzXPqMlvRw0U4HJY3dJ,https://api.spotify.com/v1/tracks/1B5VzXPqMlvRw0U4HJY3dJ,https://api.spotify.com/v1/audio-analysis/1B5VzXPqMlvRw0U4HJY3dJ,4,https://i.scdn.co/image/ab67616d0000b273332d85510aba3eb28312cfb2
Bad Blood,1989,2014,Taylor Swift,,8,13,0,211933,65,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45E-06,0.148,0.295,170.157,audio_features,273dCMFseLcVsoSWx59IoE,spotify:track:273dCMFseLcVsoSWx59IoE,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,https://api.spotify.com/v1/audio-analysis/273dCMFseLcVsoSWx59IoE,4,https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d
Wildest Dreams,1989,2014,Taylor Swift,,9,13,0,220440,72,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,audio_features,59HjlYCeBsxdI0fcm3zglw,spotify:track:59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,4,https://i.scdn.co/image/ab67616d0000b273c79b600289a80aaef74d155d
How You Get The Girl,1989,2014,Taylor Swift,,10,19,0,247533,58,0.765,0.656,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,audio_features,6wfugRLamFsTRbPcCpNnP7,spotify:track:6wfugRLamFsTRbPcCpNnP7,https://api.spotify.com/v1/tracks/6wfugRLamFsTRbPcCpNnP7,https://api.spotify.com/v1/audio-analysis/6wfugRLamFsTRbPcCpNnP7,4,https://i.scdn.co/image/ab67616d0000b273332d85510aba3eb28312cfb2
This Love,1989,2014,Taylor Swift,,11,19,0,250093,58,0.481,0.435,4,-8.795,1,0.0321,0.678,0,0.0928,0.107,143.95,audio_features,1kTPQnabROVkW9bUXdCGrB,spotify:track:1kTPQnabROVkW9bUXdCGrB,https://api.spotify.com/v1/tracks/1kTPQnabROVkW9bUXdCGrB,https://api.spotify.com/v1/audio-analysis/1kTPQnabROVkW9bUXdCGrB,4,https://i.scdn.co/image/ab67616d0000b273332d85510aba3eb28312cfb2
I Know Places,1989,2014,Taylor Swift,,12,19,0,195707,59,0.602,0.755,0,-4.991,1,0.071,0.245,0,0.178,0.495,159.965,audio_features,2zfgVd034GlUvk7LqBHl6u,spotify:track:2zfgVd034GlUvk7LqBHl6u,https://api.spotify.com/v1/tracks/2zfgVd034GlUvk7LqBHl6u,https://api.spotify.com/v1/audio-analysis/2zfgVd034GlUvk7LqBHl6u,4,https://i.scdn.co/image/ab67616d0000b273332d85510aba3eb28312cfb2
Clean,1989,2014,Taylor Swift,,13,19,0,271000,62,0.815,0.377,4,-7.754,1,0.0346,0.232,0,0.1,0.211,103.97,audio_features,4bXCcoesMt8u99xMsbLr9U,spotify:track:4bXCcoesMt8u99xMsbLr9U,https://api.spotify.com/v1/tracks/4bXCcoesMt8u99xMsbLr9U,https://api.spotify.com/v1/audio-analysis/4bXCcoesMt8u99xMsbLr9U,4,https://i.scdn.co/image/ab67616d0000b273332d85510aba3eb28312cfb2
Keep Off The Lawn,None Shall Pass,2007,Aesop Rock,,1,14,0,225147,29,0.617,0.602,10,-9.486,0,0.345,0.0605,2.02E-05,0.684,0.505,85.139,audio_features,5G1TAUePkAdd6gn7AYPPoU,spotify:track:5G1TAUePkAdd6gn7AYPPoU,https://api.spotify.com/v1/tracks/5G1TAUePkAdd6gn7AYPPoU,https://api.spotify.com/v1/audio-analysis/5G1TAUePkAdd6gn7AYPPoU,4,https://i.scdn.co/image/ab67616d0000b273a76854835bbf81a51deea3a7
